time_min,pressure_psi,rate_bpm,G
143.458,5997.654,0.000,11.560
143.774,5993.749,0.000,11.575
144.090,5994.253,0.000,11.590
144.407,5989.900,0.000,11.605
144.723,5988.616,0.000,11.620
145.039,5984.369,0.000,11.635
145.355,5985.705,0.000,11.650
145.671,5983.397,0.000,11.665
145.987,5979.047,0.000,11.680
146.304,5979.935,0.000,11.695
146.620,5978.273,0.000,11.710
146.936,5980.433,0.000,11.725
147.252,5977.041,0.000,11.740
147.568,5973.700,0.000,11.755
147.885,5972.609,0.000,11.770
148.201,5970.643,0.000,11.785
148.517,5968.602,0.000,11.800
148.837,5965.304,0.000,11.815
149.160,5965.638,0.000,11.830
149.483,5962.928,0.000,11.845
149.806,5960.409,0.000,11.860
150.129,5962.430,0.000,11.875
150.452,5960.696,0.000,11.890
150.775,5954.856,0.000,11.905
151.098,5956.707,0.000,11.920
151.421,5957.477,0.000,11.935
151.744,5956.145,0.000,11.950
152.067,5954.627,0.000,11.965
152.390,5951.211,0.000,11.980
152.713,5948.008,0.000,11.995
153.036,5946.105,0.000,12.010
153.359,5947.543,0.000,12.025
153.682,5946.203,0.000,12.040
154.005,5946.617,0.000,12.055
154.328,5944.848,0.000,12.070
154.651,5940.997,0.000,12.085
154.975,5937.394,0.000,12.100
155.305,5937.873,0.000,12.115
155.634,5937.582,0.000,12.130
155.964,5935.387,0.000,12.145
156.293,5933.286,0.000,12.160
156.623,5933.606,0.000,12.175
156.953,5930.759,0.000,12.190
157.282,5929.183,0.000,12.205
157.612,5929.743,0.000,12.221
157.942,5927.003,0.000,12.236
158.271,5926.990,0.000,12.251
158.601,5925.749,0.000,12.266
158.931,5921.632,0.000,12.281
159.260,5921.664,0.000,12.296
159.590,5924.224,0.000,12.311
159.919,5917.753,0.000,12.326
160.249,5914.579,0.000,12.341
160.579,5913.831,0.000,12.356
160.908,5916.361,0.000,12.371
161.240,5915.120,0.000,12.386
161.576,5913.585,0.000,12.401
161.912,5915.016,0.000,12.416
162.248,5906.017,0.000,12.431
162.584,5910.935,0.000,12.446
162.920,5912.053,0.000,12.461
163.257,5905.467,0.000,12.476
163.593,5905.763,0.000,12.491
163.929,5903.822,0.000,12.506
164.265,5902.351,0.000,12.521
164.601,5902.304,0.000,12.536
164.937,5904.635,0.000,12.551
165.274,5904.284,0.000,12.566
165.610,5898.773,0.000,12.581
165.946,5902.096,0.000,12.596
166.282,5897.204,0.000,12.611
166.618,5899.492,0.000,12.626
166.954,5894.656,0.000,12.641
167.291,5893.969,0.000,12.656
167.631,5893.307,0.000,12.671
167.974,5897.809,0.000,12.686
168.316,5892.034,0.000,12.701
168.659,5887.803,0.000,12.716
169.001,5890.047,0.000,12.731
169.344,5886.282,0.000,12.746
169.686,5884.928,0.000,12.761
170.029,5886.632,0.000,12.776
170.371,5883.790,0.000,12.791
170.714,5883.202,0.000,12.806
171.057,5881.596,0.000,12.821
171.399,5881.170,0.000,12.836
171.742,5880.280,0.000,12.851
172.084,5874.494,0.000,12.866
172.427,5878.644,0.000,12.881
172.769,5874.295,0.000,12.896
173.112,5872.328,0.000,12.911
173.454,5874.054,0.000,12.926
173.800,5873.302,0.000,12.941
174.149,5870.715,0.000,12.956
174.497,5872.736,0.000,12.971
174.846,5867.367,0.000,12.986
175.195,5868.220,0.000,13.001
175.544,5866.851,0.000,13.016
175.893,5866.919,0.000,13.031
176.242,5866.566,0.000,13.046
176.590,5862.993,0.000,13.061
176.939,5865.463,0.000,13.076
177.288,5863.150,0.000,13.091
177.637,5858.255,0.000,13.106
177.986,5857.140,0.000,13.121
178.335,5860.056,0.000,13.136
178.683,5858.666,0.000,13.151
179.032,5857.934,0.000,13.166
179.381,5857.121,0.000,13.181
179.730,5856.669,0.000,13.196
180.082,5857.158,0.000,13.211
180.437,5852.089,0.000,13.226
180.792,5851.021,0.000,13.241
181.147,5850.236,0.000,13.256
181.502,5852.062,0.000,13.271
181.857,5853.040,0.000,13.286
182.212,5848.758,0.000,13.301
182.567,5843.691,0.000,13.316
182.922,5844.365,0.000,13.331
183.277,5845.189,0.000,13.346
183.632,5844.826,0.000,13.361
183.987,5844.215,0.000,13.376
184.342,5844.203,0.000,13.391
184.697,5842.600,0.000,13.406
185.052,5844.424,0.000,13.421
185.407,5840.080,0.000,13.436
185.762,5838.817,0.000,13.451
186.117,5840.613,0.000,13.466
186.478,5835.701,0.000,13.481
186.839,5838.672,0.000,13.496
187.200,5837.223,0.000,13.512
187.561,5835.851,0.000,13.527
187.922,5838.455,0.000,13.542
188.283,5833.170,0.000,13.557
188.644,5837.675,0.000,13.572
189.005,5832.246,0.000,13.587
189.366,5829.290,0.000,13.602
189.728,5831.134,0.000,13.617
190.089,5827.995,0.000,13.632
190.450,5827.802,0.000,13.647
190.811,5829.260,0.000,13.662
191.172,5828.742,0.000,13.677
191.533,5825.554,0.000,13.692
191.894,5827.944,0.000,13.707
192.255,5827.459,0.000,13.722
192.620,5827.195,0.000,13.737
192.987,5824.563,0.000,13.752
193.354,5825.415,0.000,13.767
193.721,5818.115,0.000,13.782
194.088,5820.432,0.000,13.797
194.455,5818.529,0.000,13.812
194.822,5819.699,0.000,13.827
195.189,5817.519,0.000,13.842
195.556,5817.534,0.000,13.857
195.923,5820.839,0.000,13.872
196.290,5815.946,0.000,13.887
196.657,5816.327,0.000,13.902
197.024,5814.252,0.000,13.917
197.391,5814.088,0.000,13.932
197.758,5813.172,0.000,13.947
198.125,5813.283,0.000,13.962
198.492,5813.947,0.000,13.977
198.863,5814.144,0.000,13.992
199.236,5810.704,0.000,14.007
199.609,5810.503,0.000,14.022
199.982,5806.263,0.000,14.037
200.355,5807.634,0.000,14.052
200.728,5808.938,0.000,14.067
201.100,5808.040,0.000,14.082
201.473,5805.985,0.000,14.097
201.846,5806.591,0.000,14.112
202.219,5805.059,0.000,14.127
202.592,5805.741,0.000,14.142
202.965,5803.184,0.000,14.157
203.338,5801.162,0.000,14.172
203.711,5801.815,0.000,14.187
204.084,5794.556,0.000,14.202
204.457,5800.460,0.000,14.217
204.829,5791.676,0.000,14.232
205.207,5794.808,0.000,14.247
205.586,5798.443,0.000,14.262
205.965,5797.782,0.000,14.277
206.343,5793.792,0.000,14.292
206.722,5793.986,0.000,14.307
207.101,5797.447,0.000,14.322
207.479,5793.036,0.000,14.337
207.858,5797.790,0.000,14.352
208.237,5792.604,0.000,14.367
208.615,5792.730,0.000,14.382
208.994,5794.457,0.000,14.397
209.373,5790.796,0.000,14.412
209.751,5787.843,0.000,14.427
210.130,5788.945,0.000,14.442
210.509,5788.412,0.000,14.457
210.887,5785.075,0.000,14.472
211.268,5786.617,0.000,14.487
211.653,5784.971,0.000,14.502
212.037,5787.633,0.000,14.517
212.422,5785.185,0.000,14.532
212.806,5783.885,0.000,14.547
213.190,5783.574,0.000,14.562
213.575,5783.572,0.000,14.577
213.959,5783.701,0.000,14.592
214.343,5779.811,0.000,14.607
214.728,5779.074,0.000,14.622
215.112,5782.715,0.000,14.637
215.496,5779.032,0.000,14.652
215.881,5776.376,0.000,14.667
216.265,5779.453,0.000,14.682
216.649,5778.850,0.000,14.697
217.034,5774.222,0.000,14.712
217.419,5777.105,0.000,14.727
217.809,5777.482,0.000,14.742
218.199,5776.127,0.000,14.757
218.589,5776.011,0.000,14.772
218.979,5771.310,0.000,14.788
219.369,5774.155,0.000,14.803
219.759,5772.264,0.000,14.818
220.149,5771.282,0.000,14.833
220.539,5773.369,0.000,14.848
220.929,5773.969,0.000,14.863
221.319,5773.985,0.000,14.878
221.709,5772.413,0.000,14.893
222.099,5768.953,0.000,14.908
222.489,5769.269,0.000,14.923
222.879,5769.491,0.000,14.938
223.268,5767.596,0.000,14.953
223.659,5767.013,0.000,14.968
224.055,5767.799,0.000,14.983
224.450,5765.435,0.000,14.998
224.846,5763.499,0.000,15.013
225.241,5763.535,0.000,15.028
225.637,5765.040,0.000,15.043
226.032,5763.189,0.000,15.058
226.428,5763.275,0.000,15.073
226.823,5763.350,0.000,15.088
227.219,5760.676,0.000,15.103
227.614,5762.357,0.000,15.118
228.010,5761.023,0.000,15.133
228.405,5757.218,0.000,15.148
228.801,5761.997,0.000,15.163
229.196,5757.537,0.000,15.178
229.592,5754.657,0.000,15.193
229.989,5755.307,0.000,15.208
230.390,5754.788,0.000,15.223
230.791,5756.368,0.000,15.238
231.192,5755.153,0.000,15.253
231.593,5754.465,0.000,15.268
231.994,5755.818,0.000,15.283
232.395,5754.700,0.000,15.298
232.796,5754.096,0.000,15.313
233.196,5753.729,0.000,15.328
233.597,5753.589,0.000,15.343
233.998,5747.591,0.000,15.358
234.399,5750.529,0.000,15.373
234.800,5746.351,0.000,15.388
235.201,5750.238,0.000,15.403
235.602,5749.613,0.000,15.418
236.003,5751.172,0.000,15.433
236.408,5750.917,0.000,15.448
236.814,5748.409,0.000,15.463
237.221,5746.467,0.000,15.478
237.627,5747.904,0.000,15.493
238.033,5745.345,0.000,15.508
238.440,5745.867,0.000,15.523
238.846,5747.313,0.000,15.538
239.252,5743.698,0.000,15.553
239.659,5745.900,0.000,15.568
240.065,5745.119,0.000,15.583
240.471,5741.333,0.000,15.598
240.878,5744.670,0.000,15.613
241.284,5743.600,0.000,15.628
241.690,5741.890,0.000,15.643
242.097,5739.646,0.000,15.658
242.505,5738.939,0.000,15.673
242.917,5739.070,0.000,15.688
243.328,5740.720,0.000,15.703
243.740,5737.215,0.000,15.718
244.152,5739.495,0.000,15.733
244.563,5735.631,0.000,15.748
244.975,5737.202,0.000,15.763
245.386,5737.328,0.000,15.778
245.798,5741.498,0.000,15.793
246.210,5733.354,0.000,15.808
246.621,5738.556,0.000,15.823
247.033,5735.416,0.000,15.838
247.445,5735.444,0.000,15.853
247.856,5734.366,0.000,15.868
248.268,5734.528,0.000,15.883
248.681,5732.842,0.000,15.898
249.097,5735.569,0.000,15.913
249.514,5731.262,0.000,15.928
249.931,5733.955,0.000,15.943
250.348,5729.918,0.000,15.958
250.765,5730.605,0.000,15.973
251.182,5728.101,0.000,15.988
251.599,5730.677,0.000,16.003
252.016,5732.180,0.000,16.018
252.432,5728.659,0.000,16.033
252.849,5727.946,0.000,16.048
253.266,5725.638,0.000,16.063
253.683,5726.937,0.000,16.079
254.100,5723.740,0.000,16.094
254.517,5724.632,0.000,16.109
254.935,5726.445,0.000,16.124
255.357,5728.164,0.000,16.139
255.779,5730.680,0.000,16.154
256.201,5723.426,0.000,16.169
256.623,5727.009,0.000,16.184
257.045,5724.166,0.000,16.199
257.467,5722.918,0.000,16.214
257.889,5723.629,0.000,16.229
258.311,5722.432,0.000,16.244
258.733,5722.075,0.000,16.259
259.155,5720.585,0.000,16.274
259.577,5718.154,0.000,16.289
259.999,5717.414,0.000,16.304
260.421,5721.359,0.000,16.319
260.843,5719.052,0.000,16.334
261.268,5717.968,0.000,16.349
261.695,5718.733,0.000,16.364
262.122,5719.862,0.000,16.379
262.549,5718.192,0.000,16.394
262.976,5716.079,0.000,16.409
263.404,5719.404,0.000,16.424
263.831,5719.672,0.000,16.439
264.258,5717.067,0.000,16.454
264.685,5717.590,0.000,16.469
265.112,5717.693,0.000,16.484
265.539,5717.037,0.000,16.499
265.966,5715.574,0.000,16.514
266.394,5715.113,0.000,16.529
266.821,5714.527,0.000,16.544
267.248,5710.866,0.000,16.559
267.679,5714.036,0.000,16.574
268.111,5709.498,0.000,16.589
268.544,5710.197,0.000,16.604
268.976,5713.971,0.000,16.619
269.408,5712.624,0.000,16.634
269.840,5713.499,0.000,16.649
270.272,5709.562,0.000,16.664
270.705,5707.384,0.000,16.679
271.137,5708.791,0.000,16.694
271.569,5709.062,0.000,16.709
272.001,5708.602,0.000,16.724
272.433,5710.299,0.000,16.739
272.866,5706.898,0.000,16.754
273.298,5707.915,0.000,16.769
273.732,5704.825,0.000,16.784
274.169,5707.296,0.000,16.799
274.606,5705.995,0.000,16.814
275.044,5704.084,0.000,16.829
275.481,5704.709,0.000,16.844
275.918,5704.409,0.000,16.859
276.355,5703.836,0.000,16.874
276.792,5707.518,0.000,16.889
277.230,5703.380,0.000,16.904
277.667,5702.691,0.000,16.919
278.104,5698.587,0.000,16.934
278.541,5700.598,0.000,16.949
278.978,5701.465,0.000,16.964
279.416,5700.226,0.000,16.979
279.853,5703.969,0.000,16.994
280.295,5700.485,0.000,17.009
280.737,5703.002,0.000,17.024
281.180,5700.159,0.000,17.039
281.622,5699.723,0.000,17.054
282.064,5699.084,0.000,17.069
282.506,5698.883,0.000,17.084
282.948,5701.929,0.000,17.099
283.390,5693.469,0.000,17.114
283.832,5693.723,0.000,17.129
284.275,5696.258,0.000,17.144
284.717,5696.994,0.000,17.159
285.159,5697.966,0.000,17.174
285.601,5697.154,0.000,17.189
286.043,5695.062,0.000,17.204
286.490,5697.493,0.000,17.219
286.937,5697.141,0.000,17.234
287.384,5695.075,0.000,17.249
287.831,5696.259,0.000,17.264
288.278,5694.508,0.000,17.279
288.725,5692.469,0.000,17.294
289.172,5694.618,0.000,17.309
289.619,5693.075,0.000,17.324
290.066,5692.489,0.000,17.339
290.513,5695.066,0.000,17.354
290.960,5686.853,0.000,17.370
291.407,5688.555,0.000,17.385
291.854,5688.653,0.000,17.400
292.301,5689.938,0.000,17.415
292.753,5689.794,0.000,17.430
293.205,5686.929,0.000,17.445
293.657,5687.614,0.000,17.460
294.108,5687.504,0.000,17.475
294.560,5693.783,0.000,17.490
295.012,5692.116,0.000,17.505
295.464,5687.333,0.000,17.520
295.916,5687.075,0.000,17.535
296.368,5685.151,0.000,17.550
296.820,5683.281,0.000,17.565
297.271,5686.512,0.000,17.580
297.723,5684.399,0.000,17.595
298.175,5685.876,0.000,17.610
298.628,5682.497,0.000,17.625
299.084,5683.825,0.000,17.640
299.541,5685.300,0.000,17.655
299.998,5685.390,0.000,17.670
300.454,5685.147,0.000,17.685
300.911,5681.328,0.000,17.700
301.367,5685.335,0.000,17.715
301.824,5681.683,0.000,17.730
302.281,5684.209,0.000,17.745
302.737,5682.582,0.000,17.760
303.194,5679.511,0.000,17.775
303.651,5681.293,0.000,17.790
304.107,5682.319,0.000,17.805
304.564,5682.478,0.000,17.820
305.023,5680.634,0.000,17.835
305.484,5683.645,0.000,17.850
305.946,5682.263,0.000,17.865
306.407,5679.402,0.000,17.880
306.868,5681.084,0.000,17.895
307.330,5683.120,0.000,17.910
307.791,5682.843,0.000,17.925
308.252,5676.137,0.000,17.940
308.714,5676.412,0.000,17.955
309.175,5680.907,0.000,17.970
309.636,5675.494,0.000,17.985
310.098,5674.640,0.000,18.000
